u band
-17.251307
-15.262605
-15.473712
-13.025976
-16.060923
-15.907892
-13.548163
-16.67729
-14.428166
1e+37
-12.970853
-13.222023
1e+37
1e+37
1e+37
-18.75224
-15.763105
-14.531937
-18.499678
1e+37
-13.893176
1e+37
-13.923047
-16.55722
-15.9295
-15.99736
-15.108495
1e+37
1e+37
1e+37
-13.283002
-13.242997
1e+37
1e+37
-13.343511
1e+37
1e+37
-16.805134
-16.331688
-13.929573
-13.289637
-13.794229
-14.261419
1e+37
1e+37
1e+37
1e+37
-17.718119
-14.645574
1e+37
-14.592523
-15.350896
1e+37
1e+37
1e+37
-15.737467
-15.0128355
-14.362329
-14.449768
-14.623242
-14.548168
-14.682741
-13.025483
-13.363111
1e+37
1e+37
1e+37
-14.585187
1e+37
-14.0464525
1e+37
-13.381963
1e+37
-17.007328
-14.974811
-15.612139
-14.853388
1e+37
-14.325057
1e+37
1e+37
-12.853227
1e+37
-14.171932
1e+37
1e+37
-16.44289
-16.489214
-14.72746
-12.943766
1e+37
1e+37
1e+37
-13.69728
1e+37
1e+37
-15.384096
-14.064968
-17.560856
-16.808285
-13.515602
-13.847565
1e+37
1e+37
-16.561483
-14.72931
-15.769743
-14.450323
1e+37
-14.99989
1e+37
1e+37
-17.033167
-17.429552
1e+37
-13.744089
-17.115377
-12.866352
-14.6214285
-14.825238
-14.297114
-12.863845
-13.1325
1e+37
-16.005785
-15.540962
-14.3871355
1e+37
1e+37
1e+37
-16.271961
-15.284003
-15.101105
-15.425243
1e+37
-14.735609
1e+37
1e+37
1e+37
-16.819094
-14.253744
-13.882362
-13.424039
-13.784836
-15.299637
1e+37
1e+37
1e+37
-16.999714
-14.106496
-14.722456
-13.683661
1e+37
-16.669096
-15.975709
-15.094647
-14.3178215
1e+37
1e+37
1e+37
-17.285471
-14.166513
1e+37
1e+37
-16.707985
-15.85982
-13.489159
-14.917633
1e+37
1e+37
1e+37
-16.44349
-15.989269
-14.015351
-16.867786
-12.803436
-13.303959
-13.647912
-16.130594
-14.883568
-13.9746895
1e+37
-13.173117
-15.977638
1e+37
1e+37
-13.492568
-17.477354
-14.1455765
-14.075929
1e+37
-15.185064
-13.119685
1e+37
-13.004034
-16.321627
-15.030254
-14.590452
-13.763053
-13.3560915
-13.206189
1e+37
-17.048988
-14.257225
-13.897139
1e+37
1e+37
1e+37
1e+37
-16.601185
-14.782632
-15.474231
-14.455607
1e+37
1e+37
-14.351807
-14.959645
-14.933945
-16.489
1e+37
-13.716689
-13.436861
1e+37
1e+37
1e+37
-17.414616
-15.934875
-14.745478
-13.637849
1e+37
1e+37
1e+37
1e+37
-15.494312
-16.703556
-17.170332
-12.93262
1e+37
1e+37
-15.904451
-14.980757
-14.792924
-15.1609745
-13.440864
-17.139816
-14.449622
-14.361181
-13.426184
-12.893725
1e+37
-17.352007
1e+37
-14.647685
-16.792421
-14.621815
-15.022975
-14.359096
-13.293245
-13.345098
-15.67875
-16.255335
-13.568966
1e+37
1e+37
1e+37
1e+37
-15.524463
1e+37
-15.432776
1e+37
-16.787783
-15.550202
-13.42043
1e+37
1e+37
-16.568623
-14.389431
1e+37
1e+37
1e+37
1e+37
