u band
-20.09686
-17.732143
-15.927969
-14.6476345
-14.514154
-14.4021435
-14.671454
-14.3761635
-13.8459835
-16.309822
-14.878783
1e+37
-13.379379
-15.276662
-14.501352
1e+37
-13.412262
-13.820917
-13.462614
1e+37
1e+37
1e+37
-12.329697
-13.48221
-13.38553
-18.534454
-17.632666
-17.087275
-16.661385
-16.642603
-15.509286
-15.363009
-14.281128
-16.47799
-13.740061
-13.49266
-15.499653
1e+37
-14.957303
1e+37
1e+37
1e+37
1e+37
-15.0262375
1e+37
-13.294441
1e+37
-16.243013
-13.970071
-16.073017
-12.527337
1e+37
1e+37
1e+37
1e+37
-20.042131
-16.258654
-16.72958
-15.869602
-15.633445
1e+37
-13.629369
-12.221548
-15.35603
-12.712335
-14.055307
1e+37
1e+37
-19.761446
-15.667788
-15.9086275
-14.940214
-16.242308
-13.697308
1e+37
-13.220699
-20.3029
-13.580971
-14.456964
-16.481607
-14.368815
1e+37
-12.581896
-13.238485
1e+37
-13.578238
-18.198978
-16.023054
-15.523242
-14.795578
-14.588277
-16.648533
-14.407114
-16.08128
1e+37
-15.31386
1e+37
1e+37
1e+37
1e+37
1e+37
-14.008361
-13.479426
-13.910901
-13.907471
1e+37
-20.158356
-13.181609
-13.534727
1e+37
-13.400517
-18.662813
-15.675022
-14.4346075
-13.12383
-15.169137
-13.519142
-13.435761
1e+37
-17.040268
-12.821363
1e+37
-16.293316
1e+37
1e+37
-13.611106
1e+37
-13.089917
-13.665169
1e+37
-18.602526
-17.598005
-14.738262
-14.657137
-13.345184
-14.945436
-14.5795355
-18.512459
-15.920153
-15.462052
-14.853159
-13.387175
1e+37
1e+37
-13.741511
1e+37
1e+37
1e+37
-17.274237
-17.509884
-14.396354
-15.211677
-14.454597
1e+37
-14.84598
-15.897442
1e+37
-13.10281
-14.059682
-13.416779
1e+37
1e+37
-13.748711
-15.67941
1e+37
1e+37
-18.216602
-16.924866
-14.218079
-15.379405
-16.55814
-14.50713
1e+37
-13.504137
-11.979802
-15.545149
1e+37
-13.956346
1e+37
-13.557027
1e+37
1e+37
-19.18656
-13.76469
-13.00507
-13.587347
1e+37
1e+37
1e+37
-17.477198
-17.279036
-14.416952
-14.505758
-15.238386
1e+37
-13.135151
1e+37
-14.103476
-14.452554
-13.527504
-14.854379
1e+37
-13.546347
1e+37
1e+37
1e+37
1e+37
1e+37
-18.281755
-16.795084
-13.630914
-15.229917
