u band
-20.495674
-19.615791
-19.726692
-17.44423
-17.830505
-17.983572
-16.295847
-16.29404
-17.149036
-15.2109375
-16.200663
-15.365852
-14.9749975
-16.957148
-14.309211
-14.680145
-15.652433
-15.210638
1e+37
-13.832304
-14.42747
-15.921459
-13.616636
-13.492087
-14.705737
1e+37
-12.938232
1e+37
-13.644684
-12.584092
-14.5091095
1e+37
-13.2009325
-13.975463
1e+37
-14.28344
-15.90326
1e+37
-13.048182
1e+37
1e+37
1e+37
-12.556886
-12.718123
1e+37
1e+37
-13.038459
-13.315106
-14.133033
1e+37
1e+37
-12.107814
-13.657312
-13.498342
-12.806626
1e+37
-12.748661
-12.049086
1e+37
-12.678979
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
-11.801008
1e+37
1e+37
1e+37
-20.912056
-19.180288
-19.202393
-18.49991
-16.876495
-17.224804
-15.832934
-16.56308
-17.011736
-15.755486
-15.859348
-13.362281
-15.560895
-13.274841
-14.254688
-15.976969
-15.1162195
1e+37
-15.208652
-12.973295
-11.558642
-12.633094
-14.366958
1e+37
-16.154453
-13.726207
-13.367928
-14.109173
-14.881479
1e+37
-14.113135
-14.028776
-14.1528845
1e+37
-13.26197
-12.7831745
1e+37
-13.522442
1e+37
-12.647138
-13.609967
1e+37
-12.273614
1e+37
1e+37
1e+37
-12.234467
1e+37
1e+37
-12.472441
1e+37
1e+37
1e+37
1e+37
1e+37
-12.796868
-12.605014
1e+37
-23.079073
-19.527143
-17.258236
-13.192442
-15.814763
-15.928451
-13.776462
-16.461552
-16.273266
-14.814551
-14.134664
-13.745063
-14.812493
-13.065482
-12.84212
1e+37
1e+37
1e+37
1e+37
-15.117261
-12.761052
-13.727491
-13.261808
1e+37
-13.789879
1e+37
-12.809515
1e+37
-13.22072
-14.461042
1e+37
-16.425346
-13.482396
1e+37
1e+37
-12.80587
1e+37
-12.732648
1e+37
1e+37
-12.877042
1e+37
-22.819653
-18.545996
-17.525074
-15.649318
-13.619989
-15.649075
-14.774885
-14.7814
-12.711487
-13.663785
-13.818266
1e+37
1e+37
-12.58612
-13.995285
-13.697492
1e+37
-12.521034
1e+37
-13.887311
-14.16153
1e+37
-12.787901
-13.83247
-13.482376
1e+37
1e+37
-13.108008
-13.203905
-22.878075
-18.18428
-16.317032
-14.832014
1e+37
-15.058981
-13.00183
-11.84357
1e+37
1e+37
1e+37
-14.462726
-14.099403
1e+37
-13.243789
1e+37
-12.369047
-12.933506
-14.755944
-11.987354
-13.10412
1e+37
-14.209296
1e+37
-14.010926
1e+37
-12.993514
-13.78398
1e+37
1e+37
1e+37
-12.957761
-20.423395
-19.573004
-17.08973
-16.549616
-17.68693
-15.813881
-16.477842
-17.201942
-13.900227
-15.988615
-14.597604
-14.669613
1e+37
-13.708415
-14.2052355
-13.25519
-13.657405
-16.09698
1e+37
-15.308632
-12.712285
1e+37
-13.887265
-13.10981
-13.557013
1e+37
1e+37
-13.828312
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
-20.246523
-18.643557
-17.922972
-17.613281
-15.705243
-15.203075
-14.764254
-16.41238
-14.832188
-14.745006
-13.647044
-14.175738
-14.235887
1e+37
-13.653979
-15.931111
1e+37
-13.408124
-14.981241
-13.466657
1e+37
-11.912062
-16.630035
1e+37
1e+37
-14.642941
-14.705361
-14.916142
1e+37
-12.955969
-14.087279
1e+37
-14.270511
-13.86295
1e+37
-12.819331
-13.624886
-12.285475
1e+37
-12.891811
1e+37
-12.56068
1e+37
1e+37
-13.42468
1e+37
1e+37
1e+37
-20.055443
-18.655876
-19.313396
-17.128157
-15.15023
-16.184574
-15.978102
1e+37
-13.357111
-14.219855
-14.003794
1e+37
-14.382247
1e+37
-13.786405
-13.092923
1e+37
-13.213794
-14.499484
-13.630872
-11.915469
1e+37
-13.645232
-14.540965
-14.962409
-14.409488
1e+37
-12.556272
1e+37
-13.524945
1e+37
1e+37
1e+37
-13.645978
-14.116487
1e+37
1e+37
1e+37
1e+37
1e+37
-12.364621
1e+37
1e+37
1e+37
-13.527148
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
-11.761734
1e+37
-13.628176
-19.80518
-17.540852
-16.872433
-19.115602
-16.806248
-16.536638
-15.452566
-16.69006
-15.057021
-14.346999
1e+37
-13.775628
1e+37
-12.409304
-16.634932
1e+37
-14.869677
-14.819872
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
1e+37
-12.792101
-13.708796
-12.245129
1e+37
1e+37
-12.297763
1e+37
1e+37
1e+37
-12.141704
1e+37
1e+37
-21.45493
-16.905525
-14.290145
-16.172386
-16.046837
-13.272238
-12.716416
-14.224014
1e+37
1e+37
-16.979307
