Time Since Last Major Merger [Gyr],Stellar Mass [Msun],Star Formation Rate [Msun/year]
5.410432554332626,6906130400.0,0.0
12.259335340432735,6893927400.0,0.0
13.8,10371174000.0,0.0
7.45028378362347,1876607500.0,0.33703282
13.1040170178224,3202482700.0,0.0
10.71425401075792,4311323600.0,0.0
12.182845139342968,2240751000.0,0.0
4.2919130837760475,4192148000.0,0.0
10.860805387276077,2364867800.0,0.0
6.980874466634759,1213482900.0,0.13521624
5.9899196835602755,1063738300.0,0.0
12.698000090258516,2139700600.0,0.0
10.860805387276077,2344434000.0,0.0
11.903627662592406,7395561000.0,0.3931115
6.228282463604683,908767000.0,0.0
12.445128288561726,2236153000.0,0.0
11.564820529584908,2063435300.0,0.0
13.056632387368865,7633743400.0,0.0
12.445128288561726,4499683000.0,0.0
9.78178393942305,9174862000.0,0.0
12.03103276926692,970829200.0,0.09382625
12.804875891454154,7225657000.0,0.0
11.007950132808551,2003962000.0,0.0
12.894981355405132,2745585400.0,0.08233393
13.056632387368865,1418730200.0,0.05121018
9.462953435380172,541692500.0,0.0
12.445128288561726,3229410300.0,0.0
13.8,1123222500.0,0.047227748
9.927159031249541,3870734000.0,0.0
11.164723670049517,3319924500.0,0.0
12.804875891454154,2192629800.0,0.0
12.445128288561726,812522400.0,0.06977531
9.017171205041501,4589463600.0,0.0
8.065600192500748,516909060.0,0.047624398
11.766835879457043,3351239200.0,0.0
9.627308552926124,1555058600.0,0.0
4.91412674014444,3111249400.0,0.07405088
13.8,1460326400.0,0.08703058
6.673014217597258,351165400.0,0.16970731
11.472636476156387,624971300.0,0.0
9.462953435380172,3556898600.0,0.0
11.472636476156387,1282406400.0,0.0
12.77131608967524,4822527500.0,0.0
13.8,1506138900.0,0.0
9.389280682850275,1951539100.0,0.09801266
9.389280682850275,1917491000.0,0.0
13.198853574391514,4766574000.0,0.0
11.164723670049517,507488640.0,0.013454088
10.555201291724902,5282632700.0,0.0
10.71425401075792,1657391200.0,0.0
9.462953435380172,609415040.0,0.0
12.259335340432735,1355890300.0,0.0121794725
10.860805387276077,583483800.0,0.0
12.62066479053492,861521100.0,0.0
12.445128288561726,2503332000.0,0.0
13.8,6321104000.0,0.0
13.8,6493586400.0,0.0
11.472636476156387,2682907100.0,0.0
9.462953435380172,1157436700.0,0.0
12.182845139342968,1353367800.0,0.0
12.259335340432735,420037950.0,0.0
13.010124756583885,3735536400.0,0.0
11.564820529584908,614888700.0,0.0
9.017171205041501,839440700.0,0.0
9.462953435380172,3635483600.0,0.0
11.317040961531216,1728383600.0,0.0
13.8,579037950.0,0.0
12.259335340432735,1202366600.0,0.0
12.361172370658442,363081660.0,0.0
7.58136440778197,468376030.0,0.0
11.007950132808551,1143100000.0,0.0
11.766835879457043,4229967400.0,0.0
11.317040961531216,419610240.0,0.0
2.214709590143348,252863870.0,0.08275072
12.55480493374341,966833340.0,0.054096706
9.927159031249541,589883260.0,0.0
11.007950132808551,1942194000.0,0.0
8.21393431111962,2951872000.0,0.0
13.8,6036986400.0,0.0
6.980874466634759,833394400.0,0.0
12.361172370658442,564528600.0,0.0
11.317040961531216,3847413000.0,0.0
13.8,5382507500.0,0.0
13.8,4819364400.0,0.0
13.14922900936169,3127987700.0,0.0
12.259335340432735,1658890800.0,0.0
13.8,5171449000.0,0.0
12.698000090258516,4194577200.0,0.0
7.790641621123915,1616081300.0,0.0
7.45028378362347,497346940.0,0.0
9.462953435380172,380856500.0,0.0
9.927159031249541,474448100.0,0.0
11.564820529584908,334364220.0,0.0
11.564820529584908,3196050000.0,0.0
11.317040961531216,3364206800.0,0.0
7.127191011932116,561408260.0,0.0
11.903627662592406,819376830.0,0.0
10.08306113048199,432610140.0,0.0
13.198853574391514,505369200.0,0.0
12.62066479053492,3619578600.0,0.0
10.860805387276077,2161533200.0,0.0
6.980874466634759,1341721900.0,0.0
12.03103276926692,582772800.0,0.0
13.8,5211011000.0,0.0
13.056632387368865,702330560.0,0.0
12.03103276926692,3178737400.0,0.0
13.8,2898933500.0,0.0
11.564820529584908,1467796700.0,0.0
12.698000090258516,2151991600.0,0.0
12.03103276926692,2799137800.0,0.0
12.03103276926692,425830240.0,0.0
13.8,4727886000.0,0.0
13.8,300313630.0,0.0
10.228946019806829,791615550.0,0.0
5.9899196835602755,1250744800.0,0.0
8.35629475611738,2375781000.0,0.0
5.610565552055648,115809210.0,0.0
13.8,4068713500.0,1.2084672
9.627308552926124,713337700.0,0.0
12.62066479053492,592566140.0,0.0
5.410432554332626,329335970.0,0.017323092
11.903627662592406,2760548000.0,0.0
13.8,105797350.0,0.011571813
13.056632387368865,1059615170.0,0.0
13.8,4540437000.0,0.0
9.155686374365665,198318160.0,0.0
12.03103276926692,1782658600.0,0.0
10.08306113048199,3945717500.0,0.0
10.08306113048199,486364830.0,0.0
11.317040961531216,830148900.0,0.0027270506
8.688041270237903,817786200.0,0.0
8.35629475611738,154948660.0,0.0
8.559304846246297,593505860.0,0.0
13.8,3942496500.0,1.296002
11.317040961531216,254505710.0,0.0
10.08306113048199,425362400.0,0.0
11.472636476156387,745451460.0,0.0
12.55480493374341,1318031700.0,0.0
10.228946019806829,571325800.0,0.0
13.8,4353480000.0,0.0
13.8,259894850.0,0.0
13.8,3464539400.0,0.0
10.08306113048199,116654970.0,0.0
10.555201291724902,137780140.0,0.0
12.77131608967524,454589540.0,0.0
11.164723670049517,372906750.0,0.0
10.398502407966777,903399740.0,0.0
9.78178393942305,131243330.0,0.0
7.790641621123915,219572690.0,0.0
12.445128288561726,1407702800.0,0.0
11.564820529584908,3658118000.0,0.0
10.08306113048199,2149923300.0,0.0
11.903627662592406,829688900.0,0.0
8.21393431111962,105227050.0,0.0
13.8,3849793800.0,0.0
9.927159031249541,1095339500.0,0.09918879
11.007950132808551,1911400700.0,0.0
12.361172370658442,176686500.0,0.0
4.91412674014444,146970130.0,0.006414525
13.14922900936169,3503983600.0,0.0
11.472636476156387,941338800.0,0.0
9.155686374365665,862690400.0,0.0
11.903627662592406,946947650.0,0.0
12.182845139342968,910015740.0,0.0
10.08306113048199,296714000.0,0.0
11.007950132808551,377701500.0,0.0028170585
7.58136440778197,215992380.0,0.0
12.445128288561726,1111070300.0,0.0
12.62066479053492,2832727600.0,0.0
12.62066479053492,1050498100.0,0.0
11.766835879457043,279040740.0,0.0
13.8,2028051600.0,2.7285893
11.164723670049517,1180909700.0,0.0
10.860805387276077,225429300.0,0.0
10.555201291724902,388934050.0,0.0
13.8,2981094700.0,0.0
10.555201291724902,688942300.0,0.0
4.91412674014444,1063528200.0,0.0
13.8,127193070.0,0.0
11.903627662592406,2833808000.0,0.0
9.389280682850275,503202460.0,0.0
10.398502407966777,437205400.0,0.0
11.007950132808551,142326260.0,0.0
13.8,710908000.0,0.0
13.8,2917657300.0,0.20258763
11.317040961531216,419551330.0,0.0
1.6529178379808347,550224400.0,0.0
11.564820529584908,1228312600.0,0.0
9.389280682850275,144075360.0,0.0
4.91412674014444,535223970.0,0.0
9.927159031249541,197385730.0,0.0
12.698000090258516,177000240.0,0.0
9.389280682850275,766532030.0,0.0
12.445128288561726,1391188200.0,0.0
13.8,187437820.0,0.0
12.977660855576497,1761677000.0,0.0
12.361172370658442,399716300.0,0.005371031
12.62066479053492,413429280.0,0.0
11.903627662592406,106797090.0,0.0
12.62066479053492,816835840.0,0.0
13.8,2714928000.0,0.0
12.804875891454154,2508341000.0,0.0
9.462953435380172,153772740.0,0.0
0.9266483383810079,140799000.0,0.0
8.688041270237903,262436380.0,0.0
9.927159031249541,167685070.0,0.0
13.8,118306540.0,0.0
11.564820529584908,826436900.0,0.0
11.766835879457043,190094670.0,0.0
11.007950132808551,126151240.0,0.0
12.698000090258516,2393648000.0,0.0
13.8,2408473300.0,0.0
11.564820529584908,1375870600.0,0.0
13.8,2537734100.0,0.0
8.841999739310914,321864200.0,0.0
10.228946019806829,208332980.0,0.0
8.065600192500748,370188500.0,0.0
11.564820529584908,375009470.0,0.0
12.55480493374341,157213780.0,0.0
13.8,2278258400.0,0.0
11.317040961531216,378362800.0,0.0
3.9566148760250552,194945520.0,0.009797013
13.8,140226560.0,0.0
13.8,225138450.0,0.0
12.03103276926692,410523140.0,0.0
10.398502407966777,1343172200.0,0.0
12.698000090258516,193612430.0,0.0
7.790641621123915,229086800.0,0.0
10.860805387276077,347624670.0,0.0
12.698000090258516,941846900.0,0.0
9.462953435380172,737160900.0,0.0
11.766835879457043,177407600.0,0.0
12.62066479053492,1718677600.0,0.0
10.398502407966777,447116740.0,0.0
12.804875891454154,1228079600.0,0.0
11.903627662592406,1236599800.0,0.0
13.8,906987500.0,0.0
4.453332039958984,151659090.0,0.0
11.564820529584908,609834500.0,0.0
10.08306113048199,414141470.0,0.0
10.71425401075792,1310716800.0,0.0
7.45028378362347,201480530.0,0.17377177
8.688041270237903,115933180.0,0.0
11.317040961531216,119069020.0,0.0
13.8,2017692000.0,0.0
8.21393431111962,132550080.0,0.0
13.8,2060513400.0,0.0
13.8,428570340.0,0.0
13.8,202022420.0,0.0
12.259335340432735,341581540.0,0.0
12.977660855576497,147816260.0,0.0
13.8,286132000.0,0.0
10.71425401075792,760539650.0,0.0
12.55480493374341,265959740.0,0.0
13.8,2218336500.0,0.0
7.9502325963702285,182290140.0,0.0
6.343349487178173,646119940.0,0.0
6.829554589521824,149212560.0,0.0
9.462953435380172,137213740.0,0.0
11.317040961531216,354082500.0,0.0
12.259335340432735,1108354400.0,0.0
10.71425401075792,316719300.0,0.0
11.564820529584908,149307360.0,0.0
11.317040961531216,536868600.0,0.0
11.317040961531216,128386810.0,0.0
13.8,2048656500.0,0.0
8.559304846246297,886422200.0,0.0
13.8,159933000.0,0.0
11.007950132808551,517096130.0,0.0
9.017171205041501,504937600.0,0.0
12.182845139342968,1544383200.0,0.0
13.1040170178224,1169316200.0,0.0
12.259335340432735,311072220.0,0.0
13.8,1958032300.0,0.0
12.361172370658442,358948130.0,0.0
11.903627662592406,122589490.0,0.0
9.389280682850275,513733700.0,0.0
4.1263829496144036,109641350.0,0.0
12.55480493374341,892854700.0,0.0
11.766835879457043,1027504100.0,0.0
11.164723670049517,342930720.0,0.0
13.010124756583885,447143040.0,0.0
13.8,211796960.0,0.0
13.8,374442430.0,0.0
13.8,1047747100.0,2.9883647
11.766835879457043,267016300.0,0.0
8.688041270237903,223975980.0,0.0
9.927159031249541,120209700.0,0.0
13.8,1577246600.0,0.2057195
10.228946019806829,132785920.0,0.0
11.164723670049517,326145920.0,0.0
12.182845139342968,376372600.0,0.0
11.007950132808551,1551088000.0,0.0
12.445128288561726,260263400.0,0.0
12.445128288561726,121084740.0,0.0
11.766835879457043,209383790.0,0.0
12.77131608967524,273016670.0,0.0
13.8,1646279300.0,0.045800976
13.8,697110100.0,0.0
11.564820529584908,1153918100.0,0.0
13.8,114933910.0,0.0
11.472636476156387,1096420500.0,0.0
13.8,1502509400.0,0.27102056
13.230111772921887,1101610500.0,0.0
13.8,1619708400.0,0.0
13.8,102988350.0,0.0
13.8,1448596500.0,0.0
13.8,164179920.0,0.0
11.164723670049517,1335678600.0,0.0
11.564820529584908,207762600.0,0.0
5.060286141005803,336492600.0,0.0
13.8,1521737600.0,0.0
9.462953435380172,260082580.0,0.0
13.8,245325180.0,0.0
13.8,1480531800.0,0.0
5.060286141005803,250752500.0,0.0
13.8,1405072900.0,0.0
12.361172370658442,442811600.0,0.0
9.78178393942305,299375360.0,0.0
12.698000090258516,140256000.0,0.0
12.03103276926692,1486651000.0,0.0
8.688041270237903,234816320.0,0.0
13.8,1269508000.0,0.0
7.127191011932116,132124050.0,0.0
13.8,1288534100.0,0.0
6.673014217597258,397456320.0,0.0
11.564820529584908,213758930.0,0.0
4.610762330037529,1134405900.0,0.0
13.8,1169353700.0,0.55750453
12.259335340432735,215522370.0,0.0
13.8,1449471600.0,0.0
10.398502407966777,1335533600.0,0.0
13.8,1182969100.0,0.0
13.8,111572130.0,0.0
11.903627662592406,146334180.0,0.0
11.766835879457043,552533950.0,0.0
12.55480493374341,113505620.0,0.0
13.8,287251600.0,0.0
7.58136440778197,153674690.0,0.0
10.398502407966777,928166900.0,0.0
13.8,188847520.0,0.0
11.007950132808551,576092800.0,0.0
11.766835879457043,178839950.0,0.0
11.164723670049517,1085130900.0,0.0
8.065600192500748,425613280.0,0.0
4.764322389615253,196304660.0,0.0
12.182845139342968,125394380.0,0.0
13.8,1245105200.0,0.0
12.698000090258516,979722000.0,0.0
13.8,1160356100.0,0.0
10.228946019806829,831979900.0,0.0
12.361172370658442,322767580.0,0.0
11.164723670049517,214082180.0,0.0
13.8,1230892000.0,0.0
13.198853574391514,458233500.0,0.0
13.8,1229808100.0,0.0
13.8,378408350.0,0.0
9.927159031249541,178820930.0,0.0
13.8,1208364200.0,0.0
10.71425401075792,209685620.0,0.0
12.361172370658442,110354460.0,0.0
11.472636476156387,811593540.0,0.0
13.8,1223344300.0,0.0
10.398502407966777,393168960.0,0.0
13.8,148563550.0,0.0
10.71425401075792,832658560.0,0.0
13.8,1116796900.0,0.0
12.62066479053492,595887300.0,0.0
12.894981355405132,179584420.0,0.0
13.8,1140160900.0,0.0
12.03103276926692,742223900.0,0.0
10.860805387276077,495565700.0,0.0
13.8,1075896400.0,0.0
10.860805387276077,124095190.0,0.0
11.564820529584908,283074850.0,0.0
10.228946019806829,555054500.0,0.0
11.007950132808551,379628770.0,0.0
11.766835879457043,822895940.0,0.0
13.8,202558260.0,0.0
8.841999739310914,1110233600.0,0.0
13.8,1166759700.0,0.0
11.903627662592406,174563150.0,0.0
12.445128288561726,369746880.0,0.0
13.8,403938620.0,0.0
13.8,325218900.0,0.0
11.472636476156387,443782400.0,0.0
13.8,988297540.0,0.0
13.8,981718100.0,0.0
12.445128288561726,613051140.0,0.0
10.860805387276077,483939780.0,0.0
9.155686374365665,146216380.0,0.0
9.927159031249541,226880660.0,0.033617932
13.8,920937700.0,0.0
11.472636476156387,220238750.0,0.0
11.564820529584908,383577100.0,0.0
12.894981355405132,796629800.0,0.0
13.8,180676480.0,0.0
11.007950132808551,341882240.0,0.0
11.317040961531216,116152720.0,0.0
8.065600192500748,138932660.0,0.0
11.903627662592406,108438136.0,0.0
13.8,849845400.0,0.0
13.8,474474020.0,0.0
11.766835879457043,322302620.0,0.0
13.8,897239740.0,0.0
13.8,813151550.0,0.0
11.472636476156387,153632530.0,0.0
11.472636476156387,215433660.0,0.0
11.903627662592406,507536740.0,0.0
12.361172370658442,503950500.0,0.0
12.182845139342968,164756770.0,0.0
9.927159031249541,223992640.0,0.0
12.55480493374341,820720400.0,0.0
11.317040961531216,116627816.0,0.0
12.445128288561726,160719400.0,0.0
12.259335340432735,131790870.0,0.0
13.8,799063940.0,0.0
13.8,750806900.0,0.0
13.8,416813920.0,0.61858803
13.8,809185660.0,0.0
12.03103276926692,140780160.0,0.0
13.8,747408600.0,0.0
10.398502407966777,102675544.0,0.0
12.259335340432735,149702050.0,0.0
13.8,793800060.0,0.0
13.8,107771624.0,0.31024954
13.8,796875260.0,0.0
13.8,237652690.0,0.0
11.766835879457043,147523760.0,0.0
13.8,158292980.0,0.86284506
10.398502407966777,288780400.0,0.0
12.259335340432735,170402020.0,0.0
13.010124756583885,193189840.0,0.0
13.8,181504540.0,0.0
12.62066479053492,404088000.0,0.0
11.766835879457043,247002140.0,0.0
12.445128288561726,138632140.0,0.0
10.228946019806829,143947090.0,0.0
11.766835879457043,582280100.0,0.0
13.8,705632400.0,0.0
10.555201291724902,102275070.0,0.0
13.8,247648590.0,0.0
9.155686374365665,193470450.0,0.0
11.766835879457043,588456200.0,0.0
12.698000090258516,146318660.0,0.0
10.860805387276077,465853380.0,0.0
13.8,691286800.0,0.0
13.8,674973950.0,0.0
13.8,208870050.0,0.0
11.564820529584908,472755800.0,0.0
11.564820529584908,178329010.0,0.0
8.688041270237903,105882290.0,0.0
12.03103276926692,161790860.0,0.0
11.903627662592406,209521680.0,0.0
10.555201291724902,258295090.0,0.0
9.78178393942305,101452104.0,0.0
13.8,643113000.0,0.0
13.8,597212800.0,0.0
4.1263829496144036,193722340.0,0.0
12.698000090258516,380756400.0,0.0
13.010124756583885,392819680.0,0.0
12.03103276926692,193066380.0,0.0
12.182845139342968,189354130.0,0.0
13.8,696352900.0,0.0
10.08306113048199,309021700.0,0.0
12.259335340432735,393179000.0,0.0
13.8,115261670.0,0.0
13.8,730534500.0,0.0
13.8,101121860.0,0.0
9.155686374365665,572822900.0,0.0
12.62066479053492,187757420.0,0.0
13.8,596025860.0,0.0
13.8,616574500.0,0.0
13.1040170178224,207179500.0,0.0
13.8,581782100.0,0.0
13.8,581932350.0,0.0
10.71425401075792,167760140.0,0.0
13.8,103720990.0,0.0
12.977660855576497,283328600.0,0.0
12.03103276926692,511709380.0,0.0
9.627308552926124,103883100.0,0.0
13.8,547845900.0,0.0
13.010124756583885,126813650.0,0.0
10.71425401075792,143369660.0,0.0
12.55480493374341,258913300.0,0.0
13.8,507880640.0,0.0
9.927159031249541,426433600.0,0.0
13.8,108371590.0,0.0
12.259335340432735,106172980.0,0.0
13.8,509781300.0,0.0
13.8,520186400.0,0.0
9.927159031249541,340502000.0,0.0
13.273522887332552,274661000.0,0.0
12.55480493374341,122747380.0,0.0
13.8,489057180.0,0.0
13.8,547601900.0,0.0
8.688041270237903,104374344.0,0.0
13.8,461429540.0,0.0
13.8,505850180.0,0.0
11.766835879457043,122346210.0,0.0
12.361172370658442,417791260.0,0.0
8.35629475611738,113210560.0,0.0
13.8,474405100.0,0.0
12.259335340432735,231467170.0,0.0
12.361172370658442,108719250.0,0.0
13.8,422710600.0,0.0
12.894981355405132,171270060.0,0.0
13.8,424791650.0,0.0
12.361172370658442,170801220.0,0.0
13.8,439337860.0,0.0
13.8,390991260.0,0.0
10.398502407966777,103046050.0,0.0
12.259335340432735,353256300.0,0.0
12.03103276926692,265010930.0,0.0
12.361172370658442,113759210.0,0.0
13.8,403532030.0,0.0
12.698000090258516,202087600.0,0.0
11.766835879457043,128069864.0,0.0
9.462953435380172,137046860.0,0.0
13.8,379546080.0,0.0
11.007950132808551,172267150.0,0.0
13.8,144481580.0,0.0
13.1040170178224,145387660.0,0.0
13.14922900936169,159637580.0,0.0
10.398502407966777,113703840.0,0.0
10.860805387276077,174627840.0,0.0
13.8,271151600.0,0.0
12.977660855576497,154851460.0,0.0
11.564820529584908,164356560.0,0.0
13.8,297880220.0,0.0
11.564820529584908,126394024.0,0.0
13.8,308730020.0,0.0
7.58136440778197,109134460.0,0.0
13.8,323408860.0,0.0
10.398502407966777,257979600.0,0.0
10.71425401075792,164320960.0,0.0
13.8,148979220.0,0.0
13.8,225030450.0,0.0
10.71425401075792,112912370.0,0.0
13.8,231434690.0,0.0
13.8,236606640.0,0.0
12.03103276926692,107802110.0,0.0
13.8,235775600.0,0.0
13.8,219087410.0,0.0
11.317040961531216,171577680.0,0.0
13.8,225867310.0,0.0
13.8,177089870.0,0.0
13.8,162630990.0,0.0
13.8,155788930.0,0.0
13.8,147459460.0,0.0
13.8,151965920.0,0.0
13.8,134206136.0,0.0
13.8,152737090.0,0.0
13.8,136699330.0,0.0
13.8,132034990.0,0.0
13.8,131777464.0,0.0
13.8,123846240.0,0.0
2.105340709255926,125923624.0,0.0
13.8,129655110.0,0.0
13.8,123031700.0,0.0
13.8,106974950.0,0.0
13.8,109470970.0,0.0
13.8,100765510.0,0.0
13.8,101784810.0,0.0
1.4173900744546533,758981400000.0,1.0530672
1.8821674208090815,581784040000.0,1.9878778
3.6937283745634772,227450340000.0,0.0
12.698000090258516,148416330000.0,1.0861278
10.860805387276077,204608260000.0,0.0
7.314853196564866,145604200000.0,0.5379036
11.007950132808551,188702200000.0,0.0
1.8821674208090815,156051900000.0,0.0
13.8,113843356000.0,0.0
3.1365850089211653,111903000000.0,0.0
11.903627662592406,112624850000.0,0.0
11.007950132808551,48142705000.0,0.007342626
8.21393431111962,107360125000.0,0.0
7.9502325963702285,94448770000.0,0.0
11.007950132808551,66810806000.0,0.0005194679
1.297206422277252,53236190000.0,0.0
8.35629475611738,124127674000.0,0.0
6.829554589521824,66695836000.0,0.0
13.230111772921887,94398145000.0,0.0
7.127191011932116,100710930000.0,0.0
11.164723670049517,72970650000.0,0.0
12.62066479053492,54732825000.0,0.0
4.1263829496144036,74439475000.0,0.0
9.155686374365665,33484999000.0,0.0
12.698000090258516,6868383000.0,0.8476545
5.866461537501611,46315917000.0,2.5739636
12.894981355405132,55065227000.0,0.0
11.007950132808551,58223854000.0,0.0
10.398502407966777,28201871000.0,2.2331882
5.2029077325590825,20231720000.0,1.3079842
6.343349487178173,37053768000.0,1.6719993
11.766835879457043,31338519000.0,0.0
7.45028378362347,38210896000.0,0.0
11.164723670049517,48107545000.0,0.0
8.688041270237903,64874720000.0,0.0
9.78178393942305,25826781000.0,0.0
11.766835879457043,34932388000.0,0.0
9.155686374365665,40148357000.0,0.0
12.894981355405132,46576546000.0,0.0
8.35629475611738,36718040000.0,0.0
9.389280682850275,16860054000.0,0.0
3.1365850089211653,45421450000.0,0.0
13.198853574391514,35928027000.0,0.0
0.9266483383810079,16152302000.0,0.19142644
11.317040961531216,36427944000.0,0.0
11.472636476156387,18173151000.0,0.8017314
10.398502407966777,14032211000.0,0.101399936
13.056632387368865,22592446000.0,0.0
12.55480493374341,13662657000.0,0.21970844
