SFR [Msun / yr],Stellar Metallicity [Mz/Mtot]
1.5009964,0.0069925794
0.44490594,0.0067165126
0.7661118,0.0052265157
0.23673034,0.0055010957
0.9611188,0.0042750114
0.4116946,0.005912228
0.6807312,0.0046104244
0.39743695,0.006289798
2.2921662,0.010991952
0.91054,0.004302529
1.0114832,0.0052914727
1.5479844,0.0024215786
0.367057,0.0045834724
0.5158131,0.0051796706
0.57148063,0.005230878
0.3607747,0.004454179
0.6754994,0.0038169734
0.47509065,0.0048890137
0.2202988,0.0049298247
0.6206647,0.0041316245
0.35833684,0.0072152126
0.24222977,0.005227883
0.3963971,0.006220958
0.9697701,0.0032635077
0.7334954,0.0035722489
0.8915413,0.0038469082
0.5557424,0.00590289
0.45078665,0.0043356055
0.32544616,0.0047296183
0.46018615,0.004567326
0.5514286,0.0049877698
0.5053974,0.003958735
0.44596905,0.0058963723
0.39372918,0.00441288
0.38709614,0.005258469
0.73008156,0.0049166633
1.2027649,0.0032233035
0.31994158,0.0051652812
0.3944646,0.005064165
0.6739744,0.003853241
0.48158234,0.0042767893
0.28810573,0.0033137263
0.38915938,0.0048101903
0.57131416,0.0043938374
0.61928445,0.00438193
1.0749731,0.0042913225
0.70881605,0.005062432
1.1651077,0.0058775726
0.3840524,0.00457421
0.41152424,0.004669167
0.18266235,0.005107657
0.5195495,0.003927403
0.6414165,0.004864019
0.5409333,0.004774724
0.47461763,0.007105909
0.66060466,0.005037166
0.82766956,0.004475658
0.70207953,0.004011449
0.6054248,0.005243705
0.2723429,0.0056433384
0.27838668,0.00847512
0.40225366,0.0047168965
0.51397216,0.006421916
0.2549298,0.005104839
0.21770817,0.0050769206
0.56109893,0.0028452368
0.22002865,0.005015558
0.7622734,0.005049287
0.8935877,0.0047637317
0.5411282,0.0044088145
0.67821634,0.0065213265
0.56697714,0.0044672056
0.33053342,0.004249421
0.4385993,0.0059765293
0.6241982,0.0043127947
0.8744702,0.0061210357
0.6606046,0.004435912
1.5538452,0.0029149
0.6156781,0.0044265706
0.54074967,0.006979651
0.6509324,0.0059010573
0.7964145,0.0038214915
0.60286146,0.004342732
0.31747073,0.0048099626
1.5372928,0.003162129
0.35382035,0.0051968107
0.7486108,0.0034960294
0.6708005,0.004650704
0.6097008,0.0037071907
0.6550852,0.0040465547
0.55676377,0.0057755006
0.62279856,0.005520426
0.5090474,0.0054644956
0.5095793,0.0030486947
0.45081785,0.004044873
0.6526915,0.005874746
0.36100477,0.004412824
0.6308279,0.0049637025
0.5246155,0.003439627
0.75594014,0.0034836147
0.5895722,0.0059967563
0.36227918,0.0038606592
0.68504274,0.0039368263
0.35277033,0.0043294984
0.36812642,0.0031237483
0.34770444,0.005337901
0.4467975,0.006073374
1.0950089,0.0033075318
0.55154145,0.0032925345
0.37958866,0.0038319624
1.0635471,0.0049072793
0.6174205,0.002550329
0.7708766,0.006157621
0.2934927,0.00501958
0.6382904,0.0045557823
0.5248373,0.002233469
0.6476206,0.0043922174
0.5197552,0.005358925
0.58586216,0.004252864
0.3883912,0.0072978833
0.5749226,0.003498398
0.3331081,0.006931541
0.40779865,0.005593978
0.31875324,0.0057326434
0.3120837,0.0050478913
0.23595385,0.004963528
0.53958994,0.0038801508
0.40227094,0.0042801034
0.4735942,0.0048343004
0.54267913,0.0043271286
1.027525,0.0036433302
0.41731998,0.006829897
0.65166754,0.00461921
0.6918786,0.0052443002
0.7576812,0.0033435763
0.59232634,0.005533843
0.45917106,0.004716022
0.20544547,0.0050101904
0.3967124,0.006076931
0.80228573,0.0035145232
0.28484675,0.005795602
0.5360254,0.004381473
0.54556805,0.0045076464
0.58713526,0.0041952883
0.8623555,0.003824614
0.41185936,0.0035109415
0.6846313,0.005464969
0.31000915,0.005645894
0.34036416,0.005140408
1.2208234,0.001918516
