Probability is spiral (decimal)
0.7842952
0.8035747
0.6722336
0.3006764
0.18394086
0.30021262
0.49116856
0.879168
0.08731434
0.39892644
0.79400927
0.87696534
0.6607648
0.8090165
0.9086331
0.009486705
0.8178504
0.73579365
0.6663209
0.007361352
0.8021472
0.07701671
0.8147905
7.8e-05
0.79816675
0.79160094
0.6356422
0.005235344
0.69585884
0.55908495
0.60322255
0.66706496
0.48925683
0.002123922
0.58092433
0.6446773
0.59480536
0.49955162
0.5640155
0.5921
0.5689673
0.6595189
0.70098335
0.61940527
0.49669448
0.67564607
0.64055765
0.2207734
0.16147843
0.34077615
0.35436362
0.48448393
0.55611885
0.41647765
0.6589541
0.64972043
2.88e-05
0.57635367
0.65952265
0.70526695
0.3748592
0.661839
0.58094037
0.4591102
0.56658685
0.21437147
0.52381337
0.000505
0.5549325
0.052476197
3.65e-05
0.3471397
4.51e-05
0.7983005
0.64570487
0.6874856
0.75106454
0.8682073
0.6005632
0.15366319
0.89137864
0.9497566
0.8587183
0.8867425
0.71144694
0.82974243
0.5478666
0.64596164
0.35796243
0.29033518
0.6706164
0.000818
0.52395046
0.74954194
0.008451372
0.5788814
0.12238401
0.788779
0.35243434
0.8047173
0.2148233
0.56316566
0.5635493
0.5054439
0.49208814
0.5775891
0.29806244
2.75e-05
0.6066929
0.07675734
2.34e-05
0.5101107
0.011281401
0.59645176
0.5349404
3.81e-05
0.000487
0.5445736
0.5924993
0.2508388
0.876203
0.85424566
0.82434857
0.64984035
0.000228
0.90257835
0.24310997
0.80995345
0.5781886
0.78609145
0.8676598
0.001533747
0.024113208
0.23408714
0.82062244
0.58438146
0.87494665
0.74695534
0.76687837
0.7366749
0.5777334
0.6767131
0.8260117
0.001029551
0.11747074
0.67433137
5.85e-05
0.2904333
0.86204326
0.57661974
0.09793866
0.13908088
0.015764773
0.26902825
0.5452746
0.7912484
0.7061373
0.036051184
0.37576333
0.7473508
0.64614934
0.90611166
0.7693404
0.55024654
0.89151585
0.65997994
0.75552696
0.18352988
0.08012104
0.8036407
0.5970399
0.75336957
0.7543415
0.52839446
0.000336
0.51477206
0.5637844
0.120709896
0.29488492
4.1e-05
0.11073747
0.18151012
0.19589308
0.8052993
0.34909216
0.32910156
0.24653676
0.5587339
0.09994808
0.32012695
0.004568785
0.007757872
0.75695693
0.002676725
0.9205375
0.8066948
0.2008372
0.5802866
0.91728234
0.73954666
0.78452694
0.63748187
0.50364345
0.4548822
0.5258241
0.40311792
0.9231346
0.6562103
0.3852855
0.011514127
0.6031423
0.73146325
0.75334895
0.60372937
0.71738535
0.36461198
0.07985586
2.13e-05
0.37189335
0.6279911
0.55970526
5.79e-05
0.39085677
0.6461551
0.70352787
0.098047376
0.94191885
0.95776427
0.90171593
0.7802862
0.7962202
0.27485403
0.8639524
0.85977864
0.9019104
0.8561373
0.70882547
0.73311806
0.68304116
0.9139364
0.771007
0.67231596
0.7583486
0.6224089
0.7542281
0.6166202
0.6191097
0.55870765
0.5214716
6.09e-06
0.8588691
0.9044971
0.8435714
0.7366728
0.8412094
0.045737356
0.73653436
0.7477332
0.17649221
0.73434335
0.35456648
4.22e-05
0.291208
0.33427393
0.94515383
0.8687842
0.9665055
0.70638937
0.638568
0.8349271
0.72321427
0.80178666
0.5095853
0.57899827
0.51703906
0.4153548
0.28463867
0.096886605
0.9493555
0.9393518
0.30850405
0.91508186
0.6374744
0.390384
0.47843373
0.59103316
0.21910769
0.5185401
0.099992245
0.9411489
0.7938423
0.9188281
0.58474493
0.8457445
0.59712934
0.5249173
4.2e-05
0.40912253
0.8635533
0.7573345
0.5473608
0.000265
0.5822463
0.6844256
0.63937855
0.59320366
0.12266895
0.7277286
0.6309484
0.65230227
0.6479442
0.000121
0.04556489
0.5392524
0.27172178
0.2612746
0.922881
0.8302181
0.907814
0.9257889
0.8058652
0.7506181
0.006172508
0.38928807
0.78339374
0.7725096
0.6561732
0.76346326
0.13716444
0.44955245
0.00781247
0.7397349
0.10103589
0.9202405
0.8479208
0.5545447
0.7104229
0.000263
0.34833676
0.5740269
0.33394182
0.7434588
0.598841
0.9591877
0.9435698
0.83321834
0.8994229
0.5680732
0.77394855
0.59677374
0.4104572
0.89060926
0.68589276
0.5632549
0.038241982
0.5977681
0.52672744
0.32058328
0.95713806
0.8098104
0.52421576
0.8834188
0.6178997
0.68529814
0.5539793
0.71238375
0.55580264
0.8486403
0.8917445
0.3766382
0.6006911
0.71695644
0.6540264
0.7609645
0.67371154
0.58251715
0.75984013
0.007292956
0.21653795
0.84662783
0.6244947
0.8446121
0.6726104
0.49970827
0.54173833
0.4688805
0.019174814
0.5543188
0.62873137
0.6416908
0.5630106
0.8725747
0.6233583
0.81965387
0.9371295
0.74955505
0.5600383
0.60828626
0.6871415
0.66796666
0.25055918
0.59923226
0.64918256
0.39079762
0.89270955
0.77245355
0.63738453
0.7984215
0.39053655
0.53643125
0.5998863
1.3e-05
0.49561238
0.74130166
0.22174236
0.16296202
0.8352041
0.22025186
0.93272716
0.8953208
0.9131038
0.94044423
0.9563987
0.5711324
0.001367509
0.80790347
0.6249835
0.82101786
0.55580264
0.028270274
0.55635875
0.5540847
0.5194224
0.1245873
0.014175802
0.66896963
0.7061498
0.045177937
0.65436053
0.34968632
0.7194381
0.6135064
0.24527448
0.61064136
0.8542546
0.7910626
0.76316977
0.52077883
0.6278227
0.34548676
0.90973794
0.6258307
0.8361598
0.6106969
0.30103266
0.26192045
0.005103976
0.80527836
0.6637381
0.5832485
0.64706415
0.24811956
0.67039275
0.8055246
0.6976867
0.76968265
0.37303907
0.14894366
0.42484707
0.6317724
0.81687975
0.3556069
0.5319846
0.5736358
0.6570196
0.55580264
0.7525026
0.752179
0.79786634
0.7674947
0.41292602
0.7184682
0.56486046
0.79090405
0.5645032
0.88397694
0.000548
0.75480294
6.29e-06
0.6168428
0.4334011
0.7354
0.33933544
0.778339
0.51326627
0.5708449
0.018652111
0.8451497
0.8446536
0.67314607
0.92239106
0.62647074
0.78331745
0.047884643
0.6336787
0.020257086
0.6039486
0.7557944
0.72249055
0.84586185
0.8879298
0.6944696
0.6714683
0.77862674
0.7381789
0.34864256
0.70759004
0.67942464
0.86754286
0.77908814
0.121283025
0.189538
0.90794075
0.64260757
0.8104187
0.613352
0.9267536
0.35986018
0.7687104
0.7387031
0.13759562
0.19565246
0.001310199
0.75346196
0.50183094
0.9534453
0.8307272
0.7553847
0.6089141
0.668669
0.9323294
0.8916717
0.8181716
0.7460519
0.90422934
0.7675947
0.91331685
0.7450386
0.7357886
0.6291119
0.6187838
0.5324798
0.85082257
0.55979115
0.7934055
0.71822095
0.94158626
0.80906886
0.9249954
0.62871635
0.9007989
0.5953275
0.8802763
0.8752039
0.58883256
0.3095634
0.7580725
0.7514918
0.71951157
0.84292954
0.68060297
0.80947477
0.6853409
0.8837271
0.12335837
0.9015953
0.8852491
0.7192618
0.6666487
0.55580264
0.69783807
0.7405545
0.9504945
0.83753896
0.9143404
0.9129891
0.579643
0.28435853
0.15266386
0.9107858
0.61107296
0.8135586
0.8631134
0.87013316
0.6482928
0.6543113
0.59221596
0.27422377
0.8259869
0.95279884
0.6298467
0.9095079
0.8040167
0.002077669
0.66400725
0.8592682
0.81860214
0.84921134
0.80630875
0.58335924
0.76244235
0.70971894
0.7743652
0.76536775
0.594103
0.7445853
0.91082096
0.7350153
0.80543935
0.55580264
0.9413718
0.79221976
0.91595924
0.8062
0.5003426
0.6920062
0.011502117
0.6168829
0.59645796
0.8296664
0.736434
0.33788693
0.8258938
0.6125417
0.6491506
0.8301786
0.8133509
0.6951307
0.4651243
0.42924047
0.7755407
0.9447168
0.82654846
0.8726879
0.95867294
0.71640944
0.68229353
0.9051792
0.69058317
0.5730149
0.7756428
0.9263066
0.029033035
0.5252982
0.85404336
0.6554825
0.84416425
0.7974707
0.7789043
0.9131515
0.5796267
0.7492096
0.73481214
0.6676403
0.8400371
0.77621305
0.7981475
0.7580097
0.8403889
0.45094624
0.43907455
0.9785763
0.56091213
0.1732375
0.5576397
0.92973006
0.7772863
0.66788036
0.91808915
0.95368904
0.7281119
0.716397
0.8817998
0.6277528
0.61306167
0.92098004
0.7639349
0.80609024
0.47485784
0.77471274
0.9698194
0.6005851
9.93e-05
0.8134827
0.1673061
0.79469407
0.6134946
0.56731504
0.67105055
0.9291661
0.7454895
0.8591566
0.7851075
0.8231448
0.74744046
0.81492996
5.23e-06
0.015468955
0.90628785
0.6554853
0.2816663
0.7858757
0.7161753
0.90728307
0.7934996
0.73770785
0.8234185
0.9454022
0.60154974
0.48058954
0.41140828
0.7733193
0.8613595
0.5692626
0.8701612
0.81611997
0.0795342
0.5860495
0.8021788
0.8731725
0.6816422
0.6117949
0.8142539
0.68270874
0.33234033
0.9027989
0.6081295
0.04651597
0.23272297
0.9303812
0.76733565
0.5755867
0.82163715
0.90008205
0.8694649
0.6614877
0.9025775
0.8880235
0.7782743
0.90554476
0.9131172
0.7271509
0.9271544
0.68431175
0.8697984
0.57827646
0.7344352
0.78568137
0.6443825
0.7989546
0.80680525
0.89067185
0.8654973
0.7784182
0.7317631
0.71213007
0.82244754
0.8364439
0.7028914
0.5748039
0.80127734
0.707991
0.6729337
0.25237924
0.9292187
0.77539766
0.6692857
