Mass Oxygen / Star mass,Mass Hydrogen / Star mass,Mass of Galaxy [Msun]
0.0004152653,0.24032123,12538934000.0
0.0004268014,0.24034917,8581379000.0
0.00044311536,0.24032961,7165243000.0
0.0004405478,0.24039532,1393788900.0
0.00042138746,0.24040522,1111655200.0
0.00042591803,0.2403427,759068160.0
0.00044816965,0.2404137,742340500.0
0.00044650136,0.24029656,566280000.0
0.00041627296,0.24036515,310885020.0
0.0004335263,0.24035019,14018526000.0
0.0004441534,0.2403011,4160390700.0
0.0004187523,0.24030015,3920098800.0
0.00041038543,0.24025907,1923192300.0
0.0004284756,0.2402291,1648776300.0
0.000416529,0.24041784,1564152200.0
0.00044221003,0.24029551,812337660.0
0.00041821745,0.24035528,778788100.0
0.0004390074,0.24035512,728852700.0
0.00044641216,0.24038772,521074780.0
0.00042490652,0.24027303,354770720.0
0.0004479678,0.2402727,138814990.0
0.0004135503,0.24043246,5685766700.0
0.00043552034,0.24036674,4310842400.0
0.00041655553,0.24034181,3584532000.0
0.00043567503,0.24040462,2962542800.0
0.000446852,0.24035221,2849931000.0
0.00043759143,0.2402863,2313344300.0
0.00040950172,0.24030279,1653499800.0
0.00042104654,0.2403886,1678339100.0
0.00044468266,0.24031167,1361334900.0
0.00042732127,0.24023591,1224302300.0
0.0004277471,0.24028057,1191065900.0
0.0004299923,0.24036248,536225300.0
0.0004326551,0.24029231,540745200.0
0.00044367454,0.24035561,1586805500.0
0.00042918426,0.24031095,1628926700.0
0.0004420864,0.24031213,1226248400.0
0.00044161192,0.240348,1233429900.0
0.00040940865,0.24034317,1073780100.0
0.00043907276,0.24038464,1051845760.0
0.00041309782,0.24027711,936614850.0
0.0004408863,0.24033695,850043000.0
0.00044188707,0.2403778,673008640.0
0.00043235367,0.24025401,484943970.0
0.00040986415,0.2402739,418693150.0
0.00043187622,0.24038573,296413060.0
0.00043798416,0.24030893,5244878000.0
0.0004112062,0.24023025,4672521000.0
0.00041287768,0.24032493,3031921700.0
0.00042291003,0.24030422,1314589000.0
0.0004427022,0.24035917,912711600.0
0.00041665684,0.24030097,613445100.0
0.0004206412,0.24032155,601716700.0
0.00044514026,0.2403177,332894620.0
0.0004187917,0.2402974,1695484500.0
0.0004108226,0.24031201,1453084200.0
0.00044016814,0.24032927,1402157300.0
0.00042561692,0.24031124,4714515500.0
0.00041327623,0.24032167,4495846400.0
0.0004344239,0.24035929,3561650200.0
0.00041628978,0.24046756,369074020.0
0.000446727,0.24029985,1463969900.0
0.00043577704,0.24035345,246782530.0
0.00044750885,0.2403238,226291280.0
0.000412995,0.24032709,2711852500.0
0.00042256512,0.24034119,2695424500.0
0.00041823913,0.24038184,2055209600.0
0.0004464839,0.24038526,2019660900.0
0.00042959757,0.24035421,1889418800.0
0.00043681165,0.2403453,1445268500.0
0.00041368598,0.2403596,830518660.0
0.000410833,0.24042913,750879200.0
0.00043082432,0.24029404,651891500.0
0.00042755067,0.2402869,413812740.0
0.00041620134,0.24036297,341932400.0
0.0004462847,0.24024463,320592670.0
0.0004193158,0.24032472,6810099700.0
0.0004244166,0.24025553,6192642000.0
0.0004315815,0.24031948,972956900.0
0.00044237133,0.24054466,924662500.0
0.0004463991,0.24034305,886389440.0
0.00043565466,0.24037936,600075600.0
0.00041298795,0.24031612,397198800.0
0.0004306548,0.24033378,3833684700.0
0.00042753512,0.2403612,1579490600.0
0.00042345052,0.24033809,839403100.0
0.00040951904,0.24037208,1088082000.0
0.00043286607,0.24037111,1008854200.0
0.00042923854,0.24034958,817662000.0
0.00043386544,0.24029581,6260830700.0
0.0004292134,0.2402433,1067131840.0
0.00041315617,0.24035981,433412770.0
0.0004263509,0.24034679,1426060900.0
0.00042007817,0.24028613,1329924400.0
0.00040990097,0.24037519,1014633100.0
0.00041223562,0.24039197,1520737800.0
0.00044068412,0.24041347,1199812600.0
0.0004431012,0.24040139,247766700.0
0.00042057817,0.24029918,6048436700.0
0.00043247204,0.24037229,2389018400.0
0.00043084123,0.24030721,3780733400.0
0.00042797395,0.24030489,3210857700.0
0.0004464977,0.24037795,1675310000.0
0.0004417557,0.24039347,1135075700.0
0.00043102395,0.2403114,959937200.0
0.00043037604,0.24035224,364822880.0
0.00044659796,0.24033573,210513400.0
0.00043134097,0.24028505,4190548000.0
0.0004229511,0.24028033,1002405100.0
0.0004088972,0.24037512,832088000.0
0.00041695673,0.24027461,11635893000.0
0.00042812224,0.24029008,5697180700.0
0.0004146431,0.24037096,2029551600.0
0.00043505887,0.24030481,1778554000.0
0.00044799416,0.24036042,664507970.0
0.00042675587,0.24048683,629726850.0
0.000421844,0.24035221,439996600.0
0.00043624235,0.24034789,3379373600.0
0.00041442315,0.24026076,1911549300.0
0.00043357513,0.24026214,1689129900.0
0.0004448035,0.24028394,1255748700.0
0.00042856784,0.24035427,680376640.0
0.00041594816,0.2403438,355494460.0
0.0004368899,0.24033646,5028386300.0
0.0004185057,0.24037737,965503360.0
0.00042110588,0.24034415,652640900.0
0.0004407484,0.24032246,1777556200.0
0.0004208932,0.24034399,1486397300.0
0.00044627915,0.24047348,613275260.0
0.0004357861,0.24032065,2506073900.0
0.000445017,0.24029566,2094070800.0
0.00043583105,0.24017869,288815680.0
0.00043704134,0.24035573,1048962200.0
0.00042831645,0.24031124,613947200.0
0.00043988583,0.24033016,564174340.0
0.0004190734,0.24035072,542289300.0
0.00043701625,0.24032106,469993380.0
0.00042360873,0.24032493,392268400.0
0.00040908324,0.2403481,5106615300.0
0.00043798742,0.24029712,5093095400.0
0.00042218133,0.2403286,2119686400.0
0.0004481688,0.24039376,8272641500.0
0.000445133,0.24033256,1724648300.0
0.00041765656,0.24035889,1090641700.0
0.0004405766,0.24032076,914043700.0
0.00041768965,0.24034278,799689000.0
0.00043270024,0.24046391,424277200.0
0.00044328228,0.24030292,1048582000.0
0.0004103423,0.2403279,837375600.0
0.000433043,0.2403099,815885250.0
0.0004458352,0.24034621,5329266700.0
0.00044435178,0.24041927,261693730.0
0.00041919108,0.24025775,1127125100.0
0.00041374064,0.24034229,290166460.0
0.00042147964,0.24031709,2312963800.0
0.00041545866,0.24045628,1744079900.0
0.0004413194,0.24033774,541234750.0
0.00041367972,0.24032614,7253686000.0
0.0004373735,0.24037223,8221019000.0
0.0004447913,0.24020633,5553430500.0
0.00043739416,0.2403222,2312958500.0
0.00040932576,0.24039291,700742200.0
0.00042094753,0.24035898,166809620.0
0.00044321985,0.24031028,1901831000.0
0.0004338126,0.24039225,708583500.0
0.0004314275,0.24038193,5142492700.0
0.0004167812,0.24028347,2116395500.0
0.00041474914,0.24033102,1404358900.0
0.00043326506,0.24024923,1963907600.0
0.00044191637,0.24030048,590815700.0
0.0004091483,0.2403753,261859900.0
0.00043123614,0.24029045,4452048400.0
0.00041079248,0.24030104,1328443800.0
0.00043152412,0.24031663,930936640.0
0.00041388706,0.24027902,649634900.0
0.00040983196,0.24040934,528262460.0
0.00042436275,0.24034284,4227918000.0
0.00044292238,0.2404512,664817000.0
0.0004371523,0.24031676,9269954000.0
0.00044411476,0.2403219,8371582500.0
0.0004314786,0.24023293,977658560.0
0.0004424175,0.24034904,1878528800.0
0.00042196756,0.24043876,944849100.0
0.00043623644,0.24036145,5025346000.0
0.00043179427,0.24036217,267842380.0
0.00043482176,0.24029022,5610038000.0
0.00044178142,0.24029928,3676109800.0
0.00044715844,0.2403178,3323067600.0
0.00041329113,0.2403572,2038072700.0
0.0004325667,0.24025294,1972009300.0
0.00041931658,0.24033822,1234982800.0
0.0004382057,0.24027835,9410519000.0
0.00042361638,0.24030185,5207531000.0
0.000412556,0.24029873,4935884000.0
0.0004213834,0.24030048,1493121800.0
0.00041510395,0.24029092,5151280600.0
0.00041071913,0.24032691,598052860.0
0.0004174983,0.2403271,5467080000.0
0.00041934068,0.24035425,542869760.0
0.00043711552,0.24033825,412775460.0
0.00042465434,0.24032143,1675207400.0
0.00044789424,0.24043456,1046779260.0
0.0004453576,0.24039845,563426400.0
0.00043108675,0.24029146,2421729500.0
0.0004460945,0.24033779,867202940.0
0.000420632,0.24034773,1765421800.0
0.0004468935,0.2403325,1216966900.0
0.00043287067,0.24031086,532678620.0
0.00042709598,0.2402767,504788320.0
0.00041985532,0.24036182,465228770.0
0.0004272136,0.24028608,3487285000.0
0.00042803225,0.24035536,2644920800.0
0.00041165474,0.24029386,2375704800.0
0.00042860914,0.24041869,427125860.0
0.00041722547,0.24038723,407501950.0
0.00042905542,0.24043486,838803260.0
0.00041299412,0.24030441,688312960.0
0.0004161008,0.24025284,649871170.0
0.00043947718,0.2403721,2314180000.0
0.00043524834,0.24036023,1532664200.0
0.00041171585,0.24027771,1577007000.0
0.00042294446,0.24036334,1470303200.0
0.00041203745,0.24038933,974266200.0
0.0004169526,0.24038644,384065380.0
0.0004129669,0.24033478,3281040100.0
0.00042593392,0.24035585,1032724700.0
0.00043248697,0.24030243,1015821400.0
0.00044172147,0.24032111,2640172300.0
0.00043038544,0.24035011,1202794900.0
0.00044179583,0.24031144,1003324300.0
0.0004286525,0.24033037,2787299300.0
0.00043027254,0.24033502,857109600.0
0.00041339942,0.24046205,542479000.0
0.00041132816,0.24031591,5556993500.0
0.00043707894,0.24041186,3535893000.0
0.0004157866,0.2404823,3453897700.0
0.00043436553,0.24033958,2268309800.0
0.0004164426,0.24022858,1198158600.0
0.0004289181,0.24026927,4614872600.0
0.00041067644,0.24031305,2300946700.0
0.00042432843,0.24032588,1754675000.0
0.00041514135,0.24041268,342302940.0
0.00041462466,0.24031483,901188300.0
0.0004421495,0.24033509,2218774000.0
0.0004405542,0.24040416,2145545500.0
0.0004170208,0.24031742,233421800.0
0.0004414793,0.24040525,159957120.0
0.00042091325,0.24049354,1684069100.0
