g band,r band,average stellar age [Gyr],prob spiral
-21.788954,-21.812704,11.420005241441931,0.7233768
-22.76643,-22.837797,11.70897560187901,0.7201627
-19.898151,-19.932215,11.502612620803488,0.12287268
-20.855724,-20.825123,11.573002036071474,0.7318246
-22.907526,-22.934578,11.52014474962977,0.13840407
-21.4204,-21.39224,11.371866433826753,0.07159084
-21.905449,-21.839672,11.379877571623236,0.75981253
-20.305613,-20.290922,11.42286515970753,0.7719691
-20.294777,-20.2719,11.427019352766596,0.004812211
-22.957453,-23.042654,11.441696494297954,0.35869914
-19.663128,-19.809946,11.679179479251596,1.9321595e-07
-23.17831,-23.215332,11.809907776626419,0.69814837
-23.131504,-23.150679,11.583283942085217,0.6277205
-22.24309,-22.27019,11.517648190369403,0.45681727
-21.460728,-21.459715,11.401857783565864,0.007841587
-23.001396,-23.009354,11.42383916251399,0.5997669
-20.59198,-20.615208,11.368349453110534,0.75488484
-23.326338,-23.301554,11.539280282276417,0.55580264
-22.114513,-22.13261,11.479625075429567,0.53209406
-21.832815,-21.861004,11.632638989443132,0.06678593
-23.082932,-23.126047,11.635250378786854,0.19641331
-23.133633,-23.29024,11.891643124405483,0.6873634
-22.94353,-23.00406,11.519396376599124,0.51713526
-22.87682,-22.945526,11.746886473369536,0.38600045
-22.434923,-22.52502,11.771137117695694,0.63308823
-20.701385,-20.706177,11.496823432982055,0.47176614
-22.779598,-22.87462,11.757282025524534,0.7706587
-21.19519,-21.17585,11.53952766897623,0.40408474
-22.385328,-22.458048,11.64058251315866,0.25246185
-21.406923,-21.492014,11.759970901836455,2.7376358e-05
-22.104713,-22.111345,11.650148158974487,0.7411188
-23.114029,-23.235062,11.904703479359224,0.58119804
-23.709469,-23.6533,11.378290496293488,0.58806545
-23.330992,-23.33655,11.53853768271924,0.5383555
-20.526499,-20.484076,11.59091981151934,0.029232472
-23.470633,-23.504774,11.723378388884507,0.6549364
-23.072796,-23.086752,11.55917981360113,0.3500646
-22.373543,-22.715391,12.302301995397105,0.37134004
-22.06074,-22.018171,11.455645160262108,0.35233146
-20.190933,-20.18667,11.656737362198761,0.6672708
-20.16226,-20.167229,11.676386756326279,7.7935084e-08
-22.847948,-22.984432,11.845069495439743,0.80206907
-22.934916,-23.017775,11.648438824326036,0.65690994
-22.788923,-22.809538,11.600820052767743,0.50644666
-21.19741,-21.18391,11.627883011572543,0.7112623
-21.46819,-21.47385,11.585953554364641,0.64752245
-21.564789,-21.59797,11.611636391106913,0.46062422
-22.896029,-22.903934,11.492283202626295,0.6937622
-23.010962,-22.963789,11.412188008889665,0.54179573
-22.508638,-22.615252,11.722922690716942,0.0011525452
-21.472761,-21.49725,11.589467222698627,0.7638788
-21.53865,-21.550053,11.608396976614717,0.6572364
-20.346777,-20.343832,11.662369487404227,0.7899418
-19.710886,-19.775534,11.88788321069197,0.6851155
-19.824808,-19.865004,11.889458892146061,8.584211e-05
-21.87059,-21.918428,11.572941242029394,0.09056085
-22.045862,-22.079157,11.561203474404468,3.5385397e-05
-22.595936,-22.565252,11.5018582312316,0.40775377
-22.022697,-22.01954,11.441632288450707,0.6865195
-20.163866,-20.209187,11.453336640360686,5.45229e-05
-22.859816,-22.8363,11.508513064535778,0.60382223
-22.56635,-22.60588,11.64507527966782,0.73301613
-19.65951,-19.708378,11.734513570954704,0.017098486
-21.73608,-21.693167,11.436340290377922,0.032482773
-20.71198,-20.683521,11.3253544089968,0.4974053
-23.405787,-23.38317,11.745435527152605,0.69842905
-22.572334,-22.61619,11.614182637334633,0.28970477
-22.829544,-22.939064,11.81239920101719,0.8982644
-23.198565,-23.207298,11.76659416691211,0.5488651
-22.111063,-22.073904,11.49795729275969,0.6261702
-21.316387,-21.28685,11.416620757887824,0.1420506
-21.55216,-21.50866,11.635962149322246,0.5942658
-22.460535,-22.75977,12.025300448353624,0.02127853
-22.757986,-22.83307,11.725541780709861,0.57451314
-22.772692,-22.766207,11.524133803378128,0.49859366
-22.732187,-22.738722,11.604190669372295,0.45396096
-20.277735,-20.359606,11.774141882512172,2.043827e-05
-22.815954,-22.81994,11.558796412556303,0.5460265
-22.780123,-22.835073,11.804936223758194,0.16167995
-21.848627,-21.856098,11.648261966775777,0.0151537955
-22.115318,-22.073908,11.517648190369403,0.44669813
-21.617744,-21.595741,11.29341384521537,0.39598632
-20.990091,-20.991026,11.530601822322865,0.00055131316
-21.43619,-21.400541,11.455773347916251,0.62290186
-20.57796,-20.551678,11.63691068165659,5.0164053e-06
-21.69437,-21.722933,11.670615548927909,0.48466355
-20.157362,-20.153683,11.595271601315288,2.2457905e-05
-22.432762,-22.491201,11.64401202991161,0.55859387
-22.621672,-22.681562,11.739465880520129,0.53395176
-20.295465,-20.360018,11.69724493242657,0.0038546026
-22.836031,-22.892689,11.755375396030907,0.53481054
-22.088865,-22.118235,11.605393215195525,0.42675027
-19.620247,-19.66374,11.721098642481472,0.69283193
-22.07691,-22.08592,11.6679871723845,0.6544677
-21.519423,-21.43353,11.527619006693929,0.76586163
-22.952942,-23.01183,11.588740821937591,0.67300385
-23.048544,-23.115,11.773696964568645,0.62886655
-22.221054,-22.234564,11.607556256302125,0.45404518
-22.01165,-22.057573,11.534572932699405,0.38213158
-21.05612,-21.111025,11.434271791405482,2.5221245e-05
-22.250141,-22.28728,11.672424348857126,0.770143
-21.727198,-21.784983,11.743560383348996,0.68246806
-21.792597,-21.743177,11.490009738830839,0.5299882
-22.847595,-22.860771,11.41649035868933,0.7987963
-22.682096,-22.715387,11.638806601318189,0.29825145
-22.977236,-23.02068,11.583891021326142,0.81687164
-22.209448,-22.208885,11.526125989167397,0.11485779
-19.955233,-19.963907,11.660904306276176,0.68840706
-22.909039,-23.001207,11.614871084597901,0.6482644
-22.702818,-22.737045,11.574160536162992,0.15210715
-21.51917,-21.515594,11.455901533519521,0.64528346
-21.787489,-21.787067,11.489503910074273,0.65495926
-23.008345,-23.037022,11.478165066304733,0.8141737
-23.079767,-23.086872,11.532340023401984,0.42361745
-22.613295,-22.609337,11.684754133681748,0.66245943
-22.425772,-22.470558,11.586074541706983,0.56516194
-21.011423,-21.016369,11.601060959148997,0.7222369
-21.958069,-21.924896,11.444080468318926,0.4930741
-22.080267,-22.128916,11.656502337234883,0.0013392866
-20.804531,-20.838675,11.65626730456128,0.016408145
-22.391554,-22.668503,12.117254141639956,0.49409518
-22.748568,-22.76624,11.530787964988741,0.23461273
-22.947092,-22.978016,11.68597171343222,0.49311146
-22.232103,-22.265003,11.508889160689689,0.5186063
-22.99226,-23.035473,11.529732182477144,0.79579
-22.670736,-22.725964,11.579760741432981,0.29167128
-22.340935,-22.362015,11.609837323357855,0.013085574
-22.441528,-22.493206,11.605814001725792,0.61446524
-22.487785,-22.49113,11.528240750608154,0.40094867
-21.950466,-21.910135,11.409315603262709,0.45579427
-20.286592,-20.253204,11.631688545324854,0.6124181
-22.145197,-22.110355,11.406701318725831,0.5318733
-22.856976,-22.887543,11.800494620385669,0.5774076
-22.065035,-22.106403,11.709434322338483,0.5870312
-21.265873,-21.224802,11.39332561473743,0.04298839
-22.733055,-22.765379,11.434271791405482,0.37137592
-21.795923,-21.7982,11.53952766897623,0.7973212
-22.488274,-22.531637,11.636258699755343,0.1105752
-21.61625,-21.576702,11.541753789320612,0.35320717
-22.69751,-22.688854,11.39962916011201,0.59736353
-19.976278,-19.958654,11.510142290348721,3.2562218e-06
-21.093681,-21.072296,11.58558941341255,0.8180189
-20.817415,-20.808718,11.57196535238245,0.60111237
-22.545597,-22.516232,11.522389434245037,0.6279209
-21.208378,-21.1956,11.555312117775891,0.062633425
-21.123882,-21.127617,11.561816243254379,0.6175056
-22.083408,-22.137335,11.73315317248214,0.32059088
-19.368103,-19.435165,11.834085236413246,0.00021141768
-22.7243,-22.693579,11.423319602901179,0.5669519
-22.327568,-22.338774,11.485582634622052,0.68380713
-22.746542,-22.743282,11.690661437361467,0.6479034
-21.740301,-21.75444,11.500726510288182,0.10263994
-20.988745,-21.04088,11.650737384161268,2.0719976e-05
-22.896158,-22.954838,11.70897560187901,0.72301424
-22.344347,-22.362082,11.55223772050197,0.819488
-20.40716,-20.424881,11.700701782746721,0.7448807
-21.43552,-21.452143,11.575653112720417,0.5464839
-20.408852,-20.420712,11.730202809830754,5.7870973e-05
-21.85478,-21.884771,11.586074541706983,0.12117472
-22.15552,-22.23309,11.769800349598585,0.13109437
-22.55208,-22.585115,11.55334470945298,0.52959865
-22.362392,-22.401709,11.688925762029971,0.58309966
-22.59808,-22.567198,11.595512882515619,0.35765713
-22.125048,-22.131536,11.565611960483231,0.6058775
-21.449387,-21.451147,11.649205221107799,7.888968e-05
-20.12208,-20.128254,11.673590433519399,0.00059491396
-21.389849,-21.419514,11.685218089758429,0.5766405
-20.696146,-20.697557,11.635962149322246,0.80735254
-22.843159,-22.891014,11.710580704256289,0.7362521
-22.416758,-22.45273,11.65661985068057,0.63154197
-21.806353,-21.806793,11.441503082543871,0.77097124
-19.921865,-19.937841,11.657794301278754,0.70411974
-22.297659,-22.38659,11.703923087149683,0.24047223
-20.816261,-20.869732,11.723834056930082,0.43344975
-19.97536,-20.012432,11.727020791563444,4.9280803e-08
-21.85076,-21.828484,11.544965805097057,0.57435274
-20.60057,-20.630053,11.703808079841226,0.73257196
-19.666569,-19.674707,11.588983093024884,0.54891676
-21.952126,-21.937744,11.439052138630739,0.7904085
-22.190756,-22.196373,11.574160536162992,0.5927175
-20.951725,-20.963083,11.684754133681748,0.00047791004
-22.180073,-22.176704,11.442663483563452,0.6168529
-22.273628,-22.237597,11.33398501818294,0.36237273
-21.338737,-21.35105,11.752343622657923,0.12978372
-22.004135,-22.023252,11.553775270111842,0.0050386786
-22.090239,-22.050232,11.367419687699956,0.38714314
-22.177559,-22.23246,11.690892841134575,0.6984031
-22.205002,-22.247503,11.558013933073063,0.5610964
-21.468998,-21.49808,11.590556690906539,0.73044324
-22.176807,-22.192924,11.481908240135311,0.84430647
-22.102339,-22.131138,11.661607576818245,0.48741868
-22.420033,-22.43094,11.574160536162992,0.39653206
-22.240007,-22.208616,11.422345538035914,0.6755196
-22.469744,-22.528553,11.707369363744164,0.72013336
-21.850428,-21.837599,11.300344968550228,0.7315485
-20.66502,-20.611877,11.203971502264093,0.7538297
-20.083351,-20.056864,11.226370942382214,8.0727e-05
-22.178217,-22.176771,11.60130185768113,0.057386756
-22.556982,-22.609919,11.81455385297771,0.45639992
-22.316673,-22.347805,11.643465485586283,0.5659507
-20.4125,-20.446836,11.795933354250362,0.32638216
-21.648676,-21.607845,11.463579822917701,0.4066429
-22.634855,-22.714592,11.845935046405199,0.78277135
-21.824083,-21.782436,11.496571529320395,0.46646237
-22.22982,-22.332432,11.751486600105979,0.3408074
-21.436106,-21.44794,11.56879088631813,0.4799881
-20.334883,-20.369493,11.738815527957343,4.8993432e-05
-21.638498,-21.686348,11.592220135473747,0.59592134
-22.169403,-22.214258,11.620132770124435,0.008519471
-19.94516,-19.99031,11.774253060026425,0.76943684
-21.48302,-21.486551,11.582433948234081,0.63782233
-22.003267,-22.0354,11.657383448468977,0.66611093
-19.61122,-19.650621,11.824777047520007,2.317526e-05
-20.678396,-20.6913,11.553590858735358,1.635096e-05
-21.658728,-21.64613,11.527619006693929,0.1258739
-19.764183,-19.834162,11.841199504537999,0.6933104
-21.218142,-21.202301,11.553098942923627,0.29705435
-22.116402,-22.130533,11.543236726980313,0.4617407
-22.362823,-22.356716,11.425721692832566,0.3461346
-21.84297,-21.867653,11.707598876368458,0.0018500686
-21.182592,-21.20554,11.705991555124356,0.12513015
-20.805664,-20.81776,11.682433127551347,0.0021923482
-21.405289,-21.405668,11.580247027081594,0.07882455
-20.544382,-20.478653,11.53109871523004,0.33133966
-22.183372,-22.192379,11.493671299016848,0.55580264
-20.2603,-20.234098,11.43685703516142,0.54216725
-21.837074,-21.837397,11.549158951317654,0.5138077
-21.29783,-21.291443,11.608757089724627,0.77770805
-22.205254,-22.191216,11.46874882830911,0.5678771
-22.405697,-22.414911,11.490009738830839,0.5752918
-22.152817,-22.224249,11.750910376820599,0.743416
-22.12679,-22.235804,11.78180065892504,0.29472798
-22.285769,-22.289602,11.583041096569055,0.68037355
-20.9642,-20.935131,11.63026216267337,0.38268793
-21.847963,-21.864864,11.450768947511637,0.5707292
-21.67481,-21.72319,11.674464631067915,0.066875905
-22.197706,-22.235483,11.574404059523555,0.41388294
-21.649672,-21.661646,11.590193552564232,0.55386704
-19.577295,-19.62213,11.701162196858231,0.0013815165
-21.609343,-21.619503,11.527619006693929,0.710063
-20.28068,-20.30155,11.595995809873596,0.6821066
-21.671333,-21.706583,11.633470260295514,0.42676526
-20.748041,-20.73384,11.800769101510745,0.6917099
-20.156921,-20.145422,11.47454287630697,7.1184274e-07
-21.122753,-21.108992,11.493545297558548,0.67989343
-20.152462,-20.142666,11.473779475747333,0.74718255
-21.211782,-21.216665,11.560222550574952,0.7196675
-22.129713,-22.171503,11.640464158344633,0.78257716
-21.53111,-21.529484,11.598168011126068,0.80618286
-20.694923,-20.691746,11.578787685921949,0.060685962
-20.380182,-20.443483,11.728328251577116,0.0052877963
-21.916414,-21.986807,11.752343622657923,7.851515e-05
-21.578491,-21.58375,11.526623563120813,0.07419571
-21.945606,-21.949638,11.583041096569055,0.5354852
