SFR [Msun / yr],Stellar Metallicity [Mz/Mtot],Gas Metallicity [Mz/Mtot]
0.8653405,0.013877708,0.007652451
0.36040094,0.014703127,0.03201995
0.21877667,0.017374208,0.017047761
0.8445165,0.014768775,0.013397422
0.0,0.018027663,0.0
0.0,0.019875186,0.0
0.019951744,0.019765966,0.034652725
0.0,0.021926695,0.0
0.0,0.018620718,0.0
0.21166065,0.01443427,0.013368637
0.0,0.019722776,0.0
0.2149662,0.008386398,0.010699623
0.0,0.019326076,0.0
1.2859788,0.009646527,0.009692862
1.4435316,0.013189261,0.0155734625
0.046473663,0.019472413,0.043775804
0.0,0.017603757,0.0
0.0,0.01643363,0.0
0.11721577,0.009965634,0.010147476
0.14180651,0.013142895,0.010068416
0.0,0.01884484,0.0
0.5720166,0.025522685,0.02611951
0.12958926,0.012292481,0.013631023
0.30898213,0.011057791,0.01294775
0.0,0.024357464,0.0
0.0,0.01621456,0.041745003
0.0,0.021479962,0.0
0.102711014,0.0074097733,0.007870157
0.07181944,0.012022616,0.015983365
0.017001545,0.004727841,0.0030916666
0.013422432,0.011300855,0.02232914
0.0,0.019522877,0.0
0.0,0.010674337,0.022007294
22.822037,0.050658066,0.047842253
0.0,0.009323999,0.0
0.0,0.011960896,0.0
0.0,0.031325154,0.0
0.040707592,0.015316202,0.025881082
0.0,0.016915899,0.0
0.055293858,0.0095739355,0.014864201
0.0,0.01040911,0.0
0.0,0.011412339,0.0
0.0,0.017301794,0.0
0.0,0.026654318,0.0
0.0,0.01961718,0.0
0.026102506,0.009125146,0.014184741
0.038599398,0.007160035,0.005131059
0.0,0.008812826,0.0
0.0,0.0070032384,0.0
0.3527226,0.01063795,0.010320972
0.0,0.013876072,0.0
0.0,0.009648572,0.0
0.0,0.004239012,0.0
0.0,0.0060128993,0.0
0.4309387,0.010252759,0.008646639
0.0,0.025489146,0.0
0.0,0.019399613,0.0
0.0,0.021014638,0.0
0.0,0.022276537,0.0
0.0,0.017092947,0.0
0.0,0.0171153,0.0
0.0,0.014144869,0.0
0.20859665,0.0047262125,0.0036435435
0.0,0.0048225354,0.0
0.12207575,0.012235156,0.020547066
0.016379222,0.009073662,0.017556682
0.024054134,0.012579006,0.018113658
0.0,0.01930665,0.0
0.0,0.012823651,0.0
0.0,0.014213441,0.0
0.15839341,0.0071538934,0.0050549814
0.0,0.033079352,0.0
0.017475413,0.008638029,0.0
0.0,0.013802882,0.0
0.002477162,0.006541159,0.0
0.0,0.018029312,0.0
0.0,0.009746993,0.0
0.0,0.0135475835,0.0
0.0,0.013442113,0.0
0.0,0.04198958,0.0
0.0,0.038150433,0.0
0.0,0.010926096,0.0
0.0,0.0068333214,0.0
0.0,0.02259949,0.0
0.0,0.009736678,0.0
0.0,0.019633885,0.0
0.0,0.006119503,0.0
0.0,0.0107204495,0.0
0.0,0.0125079565,0.0
0.0,0.023995705,0.0
0.0,0.0073450794,0.0
0.0,0.0022846821,0.0
0.0,0.008167663,0.0
0.0,0.008727832,0.0
0.0,0.010229411,0.0
12.806911,0.04561423,0.047011446
0.0,0.0068124854,0.0
0.0,0.019510088,0.0
0.0,0.008637182,0.0
0.0,0.014045443,0.0
0.0,0.005349889,0.0
0.0,0.017317658,0.0
0.0,0.005788985,0.0
