SFR [Msun / yr],Stellar Metallicity [Mz/Mtot],Gas Metallicity [Mz/Mtot]
2.402385,0.01832831,0.014296799
0.385695,0.01768252,0.018730061
0.0,0.017055674,0.0
1.218726,0.019758606,0.018886562
0.23155631,0.01800146,0.019001586
0.0,0.016405392,0.0
0.41604784,0.013272341,0.015601135
0.0,0.015526098,0.0
0.6679294,0.014053443,0.009081259
2.9420466,0.016541973,0.021636244
0.47897932,0.013372808,0.019118529
0.0,0.017984958,0.0
0.0,0.017695775,0.0
0.0115657,0.014108266,0.0246252
0.0,0.012643468,0.0
0.24957243,0.0064601237,0.005245429
0.5462721,0.015664378,0.017812971
0.20297539,0.0134585295,0.029935347
0.13167402,0.009261893,0.010500529
0.0,0.016749527,0.0
0.6304238,0.0110963015,0.015159761
0.16243282,0.011639875,0.012130127
0.0007232657,0.012468916,0.037096422
0.0,0.0122968685,0.0
0.0,0.01748263,0.0
0.07559146,0.016638087,0.018768929
0.005423953,0.013622024,0.034207415
0.0,0.017432991,0.0
0.0,0.016402306,0.0
0.0,0.02276069,0.0
0.0,0.0126726115,0.0
0.38362098,0.0109716775,0.010683232
0.0,0.013990081,0.0
0.0,0.018496104,0.0
0.0,0.0176161,0.0
0.30993322,0.015387656,0.014641419
0.0,0.013364444,0.0
0.0,0.010622227,0.0
0.0,0.01937138,0.0
0.0,0.01667938,0.0
0.07482788,0.0105520375,0.011737502
0.0,0.014281561,0.0
0.0,0.025452001,0.0
0.0,0.01295377,0.0
0.15602778,0.013977748,0.017257962
0.0,0.013559093,0.0
0.0,0.01903118,0.0
0.1803074,0.019684171,0.021513453
0.0,0.009841474,0.0
0.0025850094,0.015730059,0.022516018
0.0,0.0070158453,0.0
0.0,0.0150624635,0.0
0.0,0.0051843883,0.0
0.0,0.015816977,0.0
0.0,0.0074331765,0.008907449
0.22368269,0.010103936,0.011499696
0.0,0.012638641,0.0
0.21732454,0.006969096,0.008033121
0.0,0.012699779,0.0
0.0,0.009015772,0.0
0.0,0.009776423,0.0
0.0,0.012350288,0.0
0.0,0.013569984,0.0
0.0,0.016598191,0.0
0.0,0.009248929,0.0
0.1016916,0.00977237,0.009588887
0.0,0.02885039,0.0
0.0,0.011787492,0.0
0.0,0.008008504,0.0
0.0,0.012600766,0.0
0.0,0.0063153836,0.0
1.1929203,0.0490607,0.055533472
0.0,0.013615056,0.0
0.0,0.0098535735,0.0
0.0,0.011566358,0.0
0.0,0.010539282,0.0
0.0,0.010298414,0.0
0.0,0.0190748,0.0
0.0,0.0059998576,0.0
0.009351588,0.006600977,0.004570124
0.0,0.015186194,0.0
0.0,0.009100526,0.0
0.0,0.025563471,0.0
0.0,0.0073474688,0.0
0.0,0.012181812,0.0
0.0,0.008674337,0.0
0.0,0.0103748245,0.0
0.0,0.015518895,0.0
0.0,0.010747169,0.0
0.0,0.012379966,0.0
0.0,0.0060949125,0.0
0.5215779,0.0046492186,0.0044942005
0.0728927,0.007049042,0.007746931
0.0,0.010304946,0.0
0.0,0.008291247,0.0
0.0,0.051500086,0.0
0.0,0.007534053,0.0
0.0,0.008212784,0.0
0.0033215,0.0035843027,0.0030308722
0.0,0.014716627,0.0
0.0,0.011084182,0.0
0.0,0.0053288755,0.0
0.0,0.006276611,0.0
0.013842358,0.009300835,0.010386746
0.028126413,0.0015514449,0.0015353017
0.0,0.0066033383,0.0
0.0,0.0065460675,0.0
0.0,0.007257775,0.0
0.0,0.046502724,0.0
0.00052893814,0.0090912655,0.0055774273
0.0,0.014016642,0.0
0.0,0.008783084,0.0
0.0,0.04548611,0.0
0.0,0.009492989,0.0
0.0,0.0035280602,0.0
0.0,0.0057190624,0.0
0.0,0.054385915,0.0
0.0,0.056903515,0.0
0.0,0.019244997,0.0
0.0,0.015921257,0.0
0.0,0.012106008,0.0
0.0,0.007313004,0.0
0.0,0.04987697,0.0
0.0,0.015927812,0.0
0.0,0.008309147,0.0
0.0,0.008711362,0.0
0.0,0.010504139,0.0
0.0,0.0125722485,0.0
0.0,0.02506281,0.0
0.0,0.008902711,0.0
0.0,0.012623344,0.0
0.0,0.048315626,0.023286588
0.0,0.011260245,0.0
0.0,0.008240642,0.0
0.0,0.0056998874,0.0
0.0,0.008673199,0.0
0.0,0.06512019,0.0
0.0,0.045016922,0.0
0.0,0.013838419,0.0
0.0,0.00716395,0.0
0.0,0.011633097,0.0
0.025943274,0.0026875867,0.0025530623
0.0,0.004671048,0.0
0.0,0.009357221,0.0
0.019493783,0.0030245634,0.0026056648
0.0,0.0026105016,0.0
0.0,0.0076051992,0.0
0.0,0.045845583,0.0
0.0,0.013178191,0.0
0.0,0.035792034,0.0
0.0,0.007949208,0.0
0.0,0.008109287,0.0
0.0,0.0046367235,0.0
0.0,0.007151184,0.0
0.0,0.008512144,0.0
0.0,0.0014865343,0.0
0.0,0.0086440565,0.0
0.46773326,0.044686515,0.047456138
0.0,0.0036153677,0.0
0.0,0.01260252,0.0
0.0,0.006228525,0.0
0.0,0.005461938,0.0
0.0,0.047970455,0.0
0.0,0.0035595738,0.0
0.0,0.003232147,0.0
0.0,0.005357205,0.0
0.0,0.0032668696,0.0023678977
0.0,0.04186958,0.0
0.0,0.007642395,0.0
0.0,0.011168396,0.0
0.0,0.0067352317,0.0
0.0,0.0053670304,0.0
0.0,0.009435423,0.0
0.0,0.0071698828,0.0
0.0,0.008633548,0.0
2.371282,0.04455096,0.041875526
0.0,0.0027895342,0.0
0.0,0.05250781,0.0
0.0,0.0060536545,0.0
0.0,0.0036859247,0.0
0.0,0.007214561,0.0
0.0,0.008575877,0.0
0.0,0.007304217,0.0
0.0,0.018053992,0.0
0.0,0.001914047,0.0
0.0,0.003283675,0.0
0.0,0.009664056,0.0
0.0,0.039313667,0.0
0.0,0.03438579,0.0
0.0,0.005810856,0.0
0.0,0.0077006384,0.0
0.0,0.004664259,0.0
2.2995033,0.009735815,0.01220671
0.074770264,0.0040653655,0.0025104322
0.0,0.0050342856,0.0
0.0,0.0085941125,0.0
0.0,0.00841981,0.0
0.0,0.0037916414,0.0
0.0,0.005729205,0.0
0.0,0.004775641,0.0
0.0,0.0052835434,0.0
0.0,0.0058381334,0.0
0.0,0.009002384,0.0
0.0,0.045623977,0.0
0.0,0.0046490985,0.006812591
0.0,0.039066337,0.0
0.0,0.022934832,0.0
0.0,0.008086919,0.0
0.0,0.006180501,0.0
0.0,0.008250947,0.0
0.0,0.0051448336,0.0
0.0,0.007022901,0.0
0.0,0.0055111065,0.0
0.0,0.0014867722,0.0
0.0,0.0062728445,0.0
0.0,0.006865237,0.0
0.0,0.005573768,0.0
0.0,0.005532404,0.0
0.0,0.008015908,0.0
0.0,0.012371322,0.0
0.0,0.00375598,0.0
0.0,0.0031792135,0.0
0.0,0.0043462086,0.0
0.0,0.0048876586,0.0
0.0,0.0018328034,0.0
0.0,0.03831308,0.0
0.0,0.004885726,0.0
0.0,0.0055371146,0.0
0.0,0.000878467,0.0
0.0,0.049606413,0.0
0.0,0.011464621,0.0
0.0,0.0072770184,0.0
0.0,0.0053397557,0.0
0.0,0.0048232344,0.0
0.0,0.00071002456,0.0
0.0,0.0015203585,0.0
0.0,0.0034015023,0.0
0.0,0.014876483,0.0
0.0,0.018397657,0.0
0.0,0.0054930286,0.0
0.0,0.0046254033,0.0
0.0,0.0050853356,0.0
0.0,0.0014451115,0.0
0.0,0.0017754311,0.0
0.0,0.011421976,0.0
0.0,0.005203799,0.0
0.0,0.0067620818,0.0
0.0,0.00080784736,0.0
0.0,0.0068301456,0.0
0.0,0.004631722,0.0
0.0,0.0077280067,0.0
0.0,0.0045147873,0.0
0.0,0.0053974497,0.0
0.0,0.0057714945,0.0
0.0,0.0026966897,0.0
0.0,0.010077774,0.0
0.0,0.0042741597,0.0
0.0,0.0059202947,0.0
0.0,0.0066983034,0.0
0.0,0.0018621199,0.0014262319
0.0,0.0072245155,0.0
0.0,0.0022681374,0.0
0.0,0.004246962,0.0
0.0,0.0043170936,0.0
0.0,0.00084052305,0.0
0.0,0.0015960515,0.0
0.0,0.03857968,0.0
0.0,0.0014979743,0.0
0.0,0.0032340358,0.0
0.0,0.0083053885,0.0
0.0,0.011600511,0.0
0.0,0.0036015406,0.0
0.0,0.007871512,0.0
0.0,0.010720914,0.0
0.0,0.0023817993,0.0
0.0,0.0032105562,0.0
0.0,0.0021090438,0.0
0.0,0.03857234,0.0
0.0,0.004477249,0.0
0.0,0.0072403033,0.0
0.0,0.010337087,0.0
0.0,0.010027048,0.0
0.0,0.0015143201,0.0
0.0,0.0056944913,0.0
0.0,0.0074501606,0.0
0.0,0.0013771015,0.0
0.0,0.050927594,0.0
0.0,0.00810248,0.0
0.0,0.002390856,0.0
0.0,0.031993393,0.0
0.0,0.030018466,0.0
0.0,0.007404502,0.0
0.0,0.016781138,0.0
0.0,0.004269943,0.0
0.0,0.003871588,0.0
0.97126,0.030632146,0.060724612
0.0,0.0016404979,0.0
0.0,0.006554718,0.0
0.0,0.044622127,0.0
0.0005013044,0.001113954,0.0010606349
0.0,0.0021275093,0.0
0.0,0.0025348938,0.0
0.0,0.010533679,0.0
0.0,0.003729825,0.0
0.0,0.0007883981,0.0
